contexto,ordem,municipio,portal_oficial,url_informada,url_avaliada,status_validacao_browser,titulo,nota,praticas,aceitaveis,nao_aceitaveis,verificar_manual,json,pdf,erro,run_fonte,url_chave,host_chave,nota_num,avaliacao_utilizavel,tem_cloudflare,faixa_nota,tipo_entidade,municipio_chave
"mt","38","","","https://www.camarabrasnorte.mt.gov.br/","https://www.camarabrasnorte.mt.gov.br/","","Página Inicial - Câmara Municipal de Brasnorte - MT","8.1","40","364","43","71","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.camarabrasnorte.mt.gov.br_038.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.camarabrasnorte.mt.gov.br_038.pdf","","17-04-38","camarabrasnorte.mt.gov.br","camarabrasnorte.mt.gov.br","8.1","Sim","Não","8-<9","Prefeitura/Órgão Municipal","camarabrasnorte"
"mt","40","","","https://www.campinapolis.mt.leg.br/","https://www.campinapolis.mt.leg.br/","","Página Inicial — Câmara Municipal de Campinápolis","7.2","37","239","46","4","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.campinapolis.mt.leg.br_040.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.campinapolis.mt.leg.br_040.pdf","","17-04-38","campinapolis.mt.leg.br","campinapolis.mt.leg.br","7.2","Sim","Não","7-<8","Câmara Municipal","campinapolis"
"mt","41","","","https://www.gp.srv.br/transparencia_camponovodoparecis/servlet/home_portal_v2?1","https://www.gp.srv.br/transparencia_camponovodoparecis/servlet/home_portal_v2?1","","Portal de Transparência","6.9","22","309","50","0","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.gp.srv.br_041.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.gp.srv.br_041.pdf","","17-04-38","gp.srv.br/transparencia_camponovodoparecis/servlet/home_portal_v2?1","gp.srv.br","6.9","Sim","Não","6-<7","Outro/Consórcio",""
"mt","42","","","https://www.camponovodoparecis.mt.leg.br/","https://www.camponovodoparecis.mt.leg.br/","","Página Inicial — CÂMARA MUNICIPAL","7.2","46","435","53","10","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.camponovodoparecis.mt.leg.br_042.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.camponovodoparecis.mt.leg.br_042.pdf","","17-04-38","camponovodoparecis.mt.leg.br","camponovodoparecis.mt.leg.br","7.2","Sim","Não","7-<8","Câmara Municipal","camponovodoparecis"
"mt","43","","","https://campoverde.mt.gov.br/","https://campoverde.mt.gov.br/","","Página Inicial - Prefeitura de Campo Verde - MT","8.4","37","594","25","42","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_campoverde.mt.gov.br_043.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_campoverde.mt.gov.br_043.pdf","","17-04-38","campoverde.mt.gov.br","campoverde.mt.gov.br","8.4","Sim","Não","8-<9","Prefeitura/Órgão Municipal","campoverde"
"mt","44","","","https://www.campoverde.mt.leg.br/","https://www.campoverde.mt.leg.br/","","","","","","","","","","API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cuY2FtcG92ZXJkZS5tdC5sZWcuYnIv"",""timestamp"":""2026-09-21T21:09:19.695Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/","17-04-38","campoverde.mt.leg.br","campoverde.mt.leg.br","0","Não","Não","<5","Câmara Municipal","campoverde"
"mt","29","","","https://www.cisrga.com.br/#/home","https://www.cisrga.com.br/#/home","","","","","","","","","","Avaliação excedeu 120s.","17-04-38","cisrga.com.br/#/home","cisrga.com.br","0","Não","Não","<5","Outro/Consórcio",""
"mt","46","","","https://www.camaracamposdejulio.mt.gov.br/home","https://www.camaracamposdejulio.mt.gov.br/home","","","","","","","","","","API respondeu HTTP 400: {""statusCode"":400,""error"":""Bad Request"",""message"":""The URL provided is invalid."",""path"":""/amp/eval/aHR0cHM6Ly93d3cuY2FtYXJhY2FtcG9zZGVqdWxpby5tdC5nb3YuYnIvaG9tZQ%3D%3D"",""timestamp"":""2026-09-21T21:09:21.516Z"",""stack"":""InvalidUrlException: The URL provided is invalid.\n    at validateUrlRestriction (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/common/util.ts:21:11)\n    at async AmpService.evaluateUrl (/home/jesus/faculdade/grupo-pesquisa/Egov","17-04-38","camaracamposdejulio.mt.gov.br/home","camaracamposdejulio.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","camaracamposdejulio"
"mt","47","","","https://canabravadonorte.org/","https://canabravadonorte.org/","","Canabrava do Norte","7.4","33","348","43","9","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_canabravadonorte.org_047.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_canabravadonorte.org_047.pdf","","17-04-38","canabravadonorte.org","canabravadonorte.org","7.4","Sim","Não","7-<8","Outro/Consórcio",""
"mt","48","","","https://canabravadonorte.mt.leg.br/","https://canabravadonorte.mt.leg.br/","","","","","","","","","","API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly9jYW5hYnJhdmFkb25vcnRlLm10LmxlZy5ici8%3D"",""timestamp"":""2026-09-21T21:09:36.489Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites","17-04-38","canabravadonorte.mt.leg.br","canabravadonorte.mt.leg.br","0","Não","Não","<5","Câmara Municipal","canabravadonorte"
"mt","49","","","https://canarana.mt.gov.br/portal/","https://canarana.mt.gov.br/portal/","","Prefeitura Municipal de Canarana","5.8","35","395","296","53","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_canarana.mt.gov.br_049.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_canarana.mt.gov.br_049.pdf","","17-04-38","canarana.mt.gov.br/portal","canarana.mt.gov.br","5.8","Sim","Não","5-<6","Prefeitura/Órgão Municipal","canarana"
"mt","50","","","https://www.canarana.mt.leg.br/","https://www.canarana.mt.leg.br/","","Página Inicial — Câmara Municipal","7.1","39","238","56","12","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.canarana.mt.leg.br_050.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.canarana.mt.leg.br_050.pdf","","17-04-38","canarana.mt.leg.br","canarana.mt.leg.br","7.1","Sim","Não","7-<8","Câmara Municipal","canarana"
"mt","45","","","https://www.camposdejulio.mt.gov.br/","https://www.camposdejulio.mt.gov.br/","","Página Inicial - Prefeitura Municipal de Campos de Júlio","5.7","39","222","186","117","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.camposdejulio.mt.gov.br_045.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.camposdejulio.mt.gov.br_045.pdf","","17-04-38","camposdejulio.mt.gov.br","camposdejulio.mt.gov.br","5.7","Sim","Não","5-<6","Prefeitura/Órgão Municipal","camposdejulio"
"mt","51","","","https://www.carlinda.mt.gov.br/adm/aplicativo.php","https://www.carlinda.mt.gov.br/adm/aplicativo.php","","Página Inicial - Prefeitura de Carlinda Carlinda - MT","7.5","37","551","44","49","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.carlinda.mt.gov.br_051.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.carlinda.mt.gov.br_051.pdf","","17-04-38","carlinda.mt.gov.br/adm/aplicativo.php","carlinda.mt.gov.br","7.5","Sim","Não","7-<8","Prefeitura/Órgão Municipal","carlinda"
"mt","53","","","https://www.castanheira.mt.gov.br/","https://www.castanheira.mt.gov.br/","","Prefeitura de Castanheira","7.3","35","402","130","36","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.castanheira.mt.gov.br_053.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.castanheira.mt.gov.br_053.pdf","","17-04-38","castanheira.mt.gov.br","castanheira.mt.gov.br","7.3","Sim","Não","7-<8","Prefeitura/Órgão Municipal","castanheira"
"mt","39","","","https://www.campinapolis.mt.gov.br/#/home","https://www.campinapolis.mt.gov.br/#/home","","","","","","","","","","Avaliação excedeu 120s.","17-04-38","campinapolis.mt.gov.br/#/home","campinapolis.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","campinapolis"
"mt","54","","","https://www.castanheira.mt.leg.br/","https://www.castanheira.mt.leg.br/","","Access denied | www.castanheira.mt.leg.br used Cloudflare to restrict access | www.castanheira.mt.leg.br | Cloudflare","8.7","17","30","28","3","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.castanheira.mt.leg.br_054.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.castanheira.mt.leg.br_054.pdf","","17-04-38","castanheira.mt.leg.br","castanheira.mt.leg.br","8.7","Não","Sim","8-<9","Câmara Municipal","castanheira"
"mt","52","","","https://www.camaracarlinda.mt.gov.br/","https://www.camaracarlinda.mt.gov.br/","","· Câmara de Carlinda","6.8","38","207","80","28","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.camaracarlinda.mt.gov.br_052.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.camaracarlinda.mt.gov.br_052.pdf","","17-04-38","camaracarlinda.mt.gov.br","camaracarlinda.mt.gov.br","6.8","Sim","Não","6-<7","Prefeitura/Órgão Municipal","camaracarlinda"
"mt","55","","","https://www.chapadadosguimaraes.mt.gov.br/","https://www.chapadadosguimaraes.mt.gov.br/","","Página Inicial - Prefeitura Municipal de Chapada dos Guimarães","7.1","46","487","85","76","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.chapadadosguimaraes.mt.gov.br_055.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.chapadadosguimaraes.mt.gov.br_055.pdf","","17-04-38","chapadadosguimaraes.mt.gov.br","chapadadosguimaraes.mt.gov.br","7.1","Sim","Não","7-<8","Prefeitura/Órgão Municipal","chapadadosguimaraes"
"mt","56","","","https://www.camarachapadadosguimaraes.mt.gov.br","https://www.camarachapadadosguimaraes.mt.gov.br","","","","","","","","","","API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cuY2FtYXJhY2hhcGFkYWRvc2d1aW1hcmFlcy5tdC5nb3YuYnI%3D"",""timestamp"":""2026-09-21T21:10:52.035Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Eg","17-04-38","camarachapadadosguimaraes.mt.gov.br","camarachapadadosguimaraes.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","camarachapadadosguimaraes"
"mt","59","","","https://www.cocalinho.mt.gov.br/","https://www.cocalinho.mt.gov.br/","","","","","","","","","","API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly93d3cuY29jYWxpbmhvLm10Lmdvdi5ici8%3D"",""timestamp"":""2026-09-21T21:10:52.288Z"",""stack"":""Error: Unable to launch browser, error message: Failed to launch the browser process! undefined\n[219299:219299:0921/171052.275675:ERROR:chrome/browser/process_singleton_posix.cc:345] Failed to create /tmp/puppeteer_dev_profile-nwYsvA/SingletonLock: No such file or directory (2)\n[219299:219299:0921/1","17-04-38","cocalinho.mt.gov.br","cocalinho.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","cocalinho"
"mt","58","","","https://www.camaraclaudia.mt.gov.br/","https://www.camaraclaudia.mt.gov.br/","","Página Inicial - Câmara Municipal de Cláudia-MT","7.0","41","331","50","27","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.camaraclaudia.mt.gov.br_058.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.camaraclaudia.mt.gov.br_058.pdf","","17-04-38","camaraclaudia.mt.gov.br","camaraclaudia.mt.gov.br","7","Sim","Não","7-<8","Prefeitura/Órgão Municipal","camaraclaudia"
"mt","61","","","https://colniza.mt.gov.br/#/home","https://colniza.mt.gov.br/#/home","","","","","","","","","","API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly9jb2xuaXphLm10Lmdvdi5ici8jL2hvbWU%3D"",""timestamp"":""2026-09-21T21:11:24.829Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Ego","17-04-38","colniza.mt.gov.br/#/home","colniza.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","colniza"
"mt","62","","","https://www.colniza.mt.leg.br/","https://www.colniza.mt.leg.br/","","Página Inicial — Câmara Municipal de Colniza","6.9","42","306","112","11","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.colniza.mt.leg.br_062.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.colniza.mt.leg.br_062.pdf","","17-04-38","colniza.mt.leg.br","colniza.mt.leg.br","6.9","Sim","Não","6-<7","Câmara Municipal","colniza"
"mt","63","","","https://cisrnm.com.br/#/home","https://cisrnm.com.br/#/home","","","","","","","","","","API respondeu HTTP 500: {""statusCode"":500,""error"":""Internal Server Error"",""message"":""Internal server error"",""path"":""/amp/eval/aHR0cHM6Ly9jaXNybm0uY29tLmJyLyMvaG9tZQ%3D%3D"",""timestamp"":""2026-09-21T21:12:32.438Z"",""stack"":""Error: Invalid resource: QualWeb returned an empty report.\n    at Object.evaluate (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/acessamonitor/accessmonitor-docker/src/util/qualweb.ts:64:13)\n    at async executeUrlEvaluation (/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/","17-04-38","cisrnm.com.br/#/home","cisrnm.com.br","0","Não","Não","<5","Outro/Consórcio",""
"mt","57","","","https://www.claudia.mt.gov.br/","https://www.claudia.mt.gov.br/","","","","","","","","","","Avaliação excedeu 120s.","17-04-38","claudia.mt.gov.br","claudia.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","claudia"
"mt","64","","","https://www.colider.mt.gov.br/","https://www.colider.mt.gov.br/","","Página Inicial - Prefeitura de Colíder","6.9","46","364","105","64","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.colider.mt.gov.br_064.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.colider.mt.gov.br_064.pdf","","17-04-38","colider.mt.gov.br","colider.mt.gov.br","6.9","Sim","Não","6-<7","Prefeitura/Órgão Municipal","colider"
"mt","65","","","https://www.camaracolider.mt.gov.br/","https://www.camaracolider.mt.gov.br/","","Página Inicial - Câmara Municipal de Colíder - Mato Grosso","6.3","35","545","45","52","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.camaracolider.mt.gov.br_065.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.camaracolider.mt.gov.br_065.pdf","","17-04-38","camaracolider.mt.gov.br","camaracolider.mt.gov.br","6.3","Sim","Não","6-<7","Prefeitura/Órgão Municipal","camaracolider"
"mt","60","","","https://cocalinho.mt.leg.br/","https://cocalinho.mt.leg.br/","","","","","","","","","","Avaliação excedeu 120s.","17-04-38","cocalinho.mt.leg.br","cocalinho.mt.leg.br","0","Não","Não","<5","Câmara Municipal","cocalinho"
"mt","67","","","https://www.comodoro.mt.leg.br/","https://www.comodoro.mt.leg.br/","","Página Inicial — Câmara Municipal de Comodoro","6.9","38","312","201","20","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.comodoro.mt.leg.br_067.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.comodoro.mt.leg.br_067.pdf","","17-04-38","comodoro.mt.leg.br","comodoro.mt.leg.br","6.9","Sim","Não","6-<7","Câmara Municipal","comodoro"
"mt","66","","","https://www.comodoro.mt.gov.br/","https://www.comodoro.mt.gov.br/","","Página Inicial - Prefeitura de Comodoro Comodoro - MT","6.7","39","282","67","68","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.comodoro.mt.gov.br_066.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.comodoro.mt.gov.br_066.pdf","","17-04-38","comodoro.mt.gov.br","comodoro.mt.gov.br","6.7","Sim","Não","6-<7","Prefeitura/Órgão Municipal","comodoro"
"mt","69","","","https://www.confresa.org/","https://www.confresa.org/","","","4.1","9","2","3","0","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.confresa.org_069.json","/home/jesus/faculdade/grupo-pesquisa/Egov/analize_sites_Egov/webscrap_accessmonitor/saida_mt/2026-09-21/17-04-38/accessmonitor_www.confresa.org_069.pdf","","17-04-38","confresa.org","confresa.org","4.1","Sim","Não","<5","Outro/Consórcio",""
