ordem,municipio_chave,tipo_entidade,url_amaweb,url_accessmonitor,correspondencia,status_amaweb,nota_amaweb,avaliacao_amaweb,tem_cloudflare_amaweb,status_accessmonitor,nota_accessmonitor,avaliacao_accessmonitor,tem_cloudflare_accessmonitor,diferenca_nota_amaweb_menos_accessmonitor,faixa_amaweb,faixa_accessmonitor,titulo_amaweb,titulo_accessmonitor,accessmonitor_run
"175","novamarilandia","Câmara Municipal","https://novamarilandia.mt.leg.br/","https://novamarilandia.mt.leg.br/","URL exata","Concluída","5.6","Sim","Não","Avaliado","","Não","Não","","5-<6","<5","Câmara Municipal de Nova Marilândia","","17-04-38"
"176","novamaringa","Prefeitura/Órgão Municipal","https://www.novamaringa.mt.gov.br/","https://www.novamaringa.mt.gov.br/","URL exata","Concluída","8","Sim","Não","Avaliado","7.7","Sim","Não","0.30","8-<9","7-<8","Página Inicial - Prefeitura de Nova Maringá - MT","Página Inicial - Prefeitura de Nova Maringá - MT","17-04-38"
"177","novamaringa","Câmara Municipal","https://www.novamaringa.mt.leg.br/","https://www.novamaringa.mt.leg.br/","URL exata","Concluída","8","Sim","Não","Avaliado","7.1","Sim","Não","0.90","8-<9","7-<8","Câmara Municipal de Nova Maringá","Câmara Municipal de Nova Maringá","17-04-38"
"178","novamonteverde","Prefeitura/Órgão Municipal","https://www.novamonteverde.mt.gov.br/","https://www.novamonteverde.mt.gov.br/","URL exata","Concluída","8.1","Sim","Não","Avaliado","7.3","Sim","Não","0.80","8-<9","7-<8","Página Inicial - Prefeitura Municipal de Nova Monte Verde","Página Inicial - Prefeitura Municipal de Nova Monte Verde","17-04-38"
"179","novamonteverde","Câmara Municipal","https://www.novamonteverde.mt.leg.br/","https://www.novamonteverde.mt.leg.br/","URL exata","Concluída","7.6","Sim","Não","Avaliado","6.7","Sim","Não","0.90","7-<8","6-<7","Página Inicial — Câmara Municipal","Página Inicial — Câmara Municipal","17-04-38"
"180","novamutum","Prefeitura/Órgão Municipal","https://www.novamutum.mt.gov.br/home","https://www.novamutum.mt.gov.br/home","URL exata","Concluída","6.8","Sim","Não","Avaliado","","Não","Não","","6-<7","<5","Prefeitura Municipal de Nova Mutum","","17-04-38"
"181","novamutum","Câmara Municipal","https://novamutum.mt.leg.br/#/home","https://novamutum.mt.leg.br/#/home","URL exata","Concluída","7.4","Sim","Não","Avaliado","","Não","Não","","7-<8","<5","Câmara de Vereadores de Nova Mutum","","17-04-38"
"182","novanazare","Prefeitura/Órgão Municipal","https://www.novanazare.mt.gov.br/","https://www.novanazare.mt.gov.br/","URL exata","Concluída","8.7","Sim","Não","Avaliado","7.7","Sim","Não","1.00","8-<9","7-<8","Página Inicial - Prefeitura Municipal de Nova Nazaré","Página Inicial - Prefeitura Municipal de Nova Nazaré","17-04-38"
"183","novanazare","Câmara Municipal","https://www.novanazare.mt.leg.br/","https://www.novanazare.mt.leg.br/","URL exata","Concluída","7.8","Sim","Não","Avaliado","6.6","Sim","Não","1.20","7-<8","6-<7","Câmara Municipal de Nova Nazaré","Câmara Municipal de Nova Nazaré","17-04-38"
"184","novaolimpia","Prefeitura/Órgão Municipal","https://www.novaolimpia.mt.gov.br/","https://www.novaolimpia.mt.gov.br/","URL exata","Concluída","8.1","Sim","Não","Avaliado","7.5","Sim","Não","0.60","8-<9","7-<8","Página Inicial - Prefeitura de Nova Olímpia - MT","Página Inicial - Prefeitura de Nova Olímpia - MT","17-04-38"
"185","camaranovaolimpia","Prefeitura/Órgão Municipal","https://camaranovaolimpia.mt.gov.br/","https://camaranovaolimpia.mt.gov.br/","URL exata","Concluída","7.5","Sim","Não","Avaliado","6.8","Sim","Não","0.70","7-<8","6-<7","Câmara Municipal de Nova Olímpia - MT | Gestão 2025-2026","Câmara Municipal de Nova Olímpia - MT | Gestão 2025-2026","17-04-38"
"186","novasantahelena","Prefeitura/Órgão Municipal","https://www.novasantahelena.mt.gov.br/","https://www.novasantahelena.mt.gov.br/","URL exata","Concluída","8.9","Sim","Não","Avaliado","7.9","Sim","Não","1.00","8-<9","7-<8","Página Inicial - Prefeitura de Nova Santa Helena Nova Santa Helena - MT","Página Inicial - Prefeitura de Nova Santa Helena Nova Santa Helena - MT","17-04-38"
"187","novasantahelena","Câmara Municipal","https://www.novasantahelena.mt.leg.br/","https://www.novasantahelena.mt.leg.br/","URL exata","Concluída","7.8","Sim","Não","Avaliado","7.2","Sim","Não","0.60","7-<8","7-<8","Página Inicial — CÂMARA MUNICIPAL DE NOVA SANTA HELENA - MT","Página Inicial — CÂMARA MUNICIPAL DE NOVA SANTA HELENA - MT","17-04-38"
"188","novaubirata","Prefeitura/Órgão Municipal","https://www.novaubirata.mt.gov.br/","https://www.novaubirata.mt.gov.br/","URL exata","Sem resultado AMAWeb","","Não","Não","Avaliado","","Não","Não","","<5","<5","","","17-04-38"
"189","novaubirata","Câmara Municipal","https://www.novaubirata.mt.leg.br/#/home","https://www.novaubirata.mt.leg.br/#/home","URL exata","Concluída","7","Sim","Não","Avaliado","","Não","Não","","7-<8","<5","Câmara de Vereadores de Nova Ubiratã","","17-04-38"
"190","novaxavantina","Prefeitura/Órgão Municipal","https://www.novaxavantina.mt.gov.br/","https://www.novaxavantina.mt.gov.br/","URL exata","Concluída","7.4","Sim","Não","Avaliado","7.3","Sim","Não","0.10","7-<8","7-<8","Página Inicial - Prefeitura de Nova Xavantina - MT","Página Inicial - Prefeitura de Nova Xavantina - MT","17-04-38"
"191","novaxavantina","Câmara Municipal","https://www.novaxavantina.mt.leg.br/","https://www.novaxavantina.mt.leg.br/","URL exata","Concluída","8","Sim","Não","Avaliado","7.1","Sim","Não","0.90","8-<9","7-<8","Câmara Municipal de Nova Xavantina","Câmara Municipal de Nova Xavantina","17-04-38"
"192","novohorizontedonorte","Prefeitura/Órgão Municipal","https://www.novohorizontedonorte.mt.gov.br/transparencia","https://www.novohorizontedonorte.mt.gov.br/transparencia","URL exata","Concluída","7.2","Sim","Não","Avaliado","","Não","Não","","7-<8","<5","Portal da Transparência","","17-04-38"
"193","camaranovohorizontedonorte","Prefeitura/Órgão Municipal","https://www.camaranovohorizontedonorte.mt.gov.br/","https://www.camaranovohorizontedonorte.mt.gov.br/","URL exata","Concluída","7.7","Sim","Não","Avaliado","6.9","Sim","Não","0.80","7-<8","6-<7","Câmara Municipal de Novo Horizonte do Norte","Câmara Municipal de Novo Horizonte do Norte","17-04-38"
"194","novomundo","Câmara Municipal","https://www.novomundo.mt.leg.br/","https://www.novomundo.mt.leg.br/","URL exata","Concluída","7.4","Sim","Não","Avaliado","","Não","Não","","7-<8","<5","Câmara Municipal de Novo Mundo","","17-04-38"
"195","novosantoantonio","Prefeitura/Órgão Municipal","https://www.novosantoantonio.mt.gov.br/","https://www.novosantoantonio.mt.gov.br/","URL exata","Concluída","8.4","Sim","Não","Avaliado","7.2","Sim","Não","1.20","8-<9","7-<8","Página Principal - Prefeitura de Novo Santo Antônio","Página Principal - Prefeitura de Novo Santo Antônio","17-04-38"
"196","novosantoantonio","Câmara Municipal","https://novosantoantonio.mt.leg.br/","https://novosantoantonio.mt.leg.br/","URL exata","Sem resultado AMAWeb","","Não","Não","Avaliado","","Não","Não","","<5","<5","","","17-04-38"
"197","novosaojoaquim","Prefeitura/Órgão Municipal","https://www.novosaojoaquim.mt.gov.br/","https://www.novosaojoaquim.mt.gov.br/","URL exata","Concluída","7.6","Sim","Não","Avaliado","7.3","Sim","Não","0.30","7-<8","7-<8","Página Inicial - Prefeitura Municipal de Novo São Joaquim | Gestão 2025-2028","Página Inicial - Prefeitura Municipal de Novo São Joaquim | Gestão 2025-2028","17-04-38"
"198","camaranovosaojoaquim","Prefeitura/Órgão Municipal","https://camaranovosaojoaquim.mt.gov.br/","https://camaranovosaojoaquim.mt.gov.br/","URL exata","Concluída","7.4","Sim","Não","Avaliado","7","Sim","Não","0.40","7-<8","7-<8","Página Inicial - Câmara Municipal de Novo São Joaquim | Gestão 2025-2026","Página Inicial - Câmara Municipal de Novo São Joaquim | Gestão 2025-2026","17-04-38"
"199","paranatinga","Prefeitura/Órgão Municipal","https://www.paranatinga.mt.gov.br/","https://www.paranatinga.mt.gov.br/","URL exata","Concluída","7.9","Sim","Não","Avaliado","7.4","Sim","Não","0.50","7-<8","7-<8","Página Inicial - Prefeitura Municipal de Paranatinga - MT","Página Inicial - Prefeitura Municipal de Paranatinga - MT","17-04-38"
"200","paranatinga","Câmara Municipal","https://www.paranatinga.mt.leg.br/","https://www.paranatinga.mt.leg.br/","URL exata","Concluída","7.7","Sim","Não","Avaliado","7.2","Sim","Não","0.50","7-<8","7-<8","Página Inicial — Câmara Municipal de Paranatinga","Página Inicial — Câmara Municipal de Paranatinga","17-04-38"
"201","paranaita","Prefeitura/Órgão Municipal","https://www.paranaita.mt.gov.br/","https://www.paranaita.mt.gov.br/","URL exata","Concluída","7.1","Sim","Não","Avaliado","6.9","Sim","Não","0.20","7-<8","6-<7","Página Principal - Prefeitura de Paranaíta","Página Principal - Prefeitura de Paranaíta","17-04-38"
"202","paranaita","Câmara Municipal","https://paranaita.mt.leg.br/","https://paranaita.mt.leg.br/","URL exata","Concluída","7.6","Sim","Não","Avaliado","7.2","Sim","Não","0.40","7-<8","7-<8","Início - Câmara Municipal de Paranaíta - MT","Início - Câmara Municipal de Paranaíta - MT","17-04-38"
"203","pedrapreta","Prefeitura/Órgão Municipal","https://www.pedrapreta.mt.gov.br/","https://www.pedrapreta.mt.gov.br/","URL exata","Concluída","6.1","Sim","Não","Avaliado","5.4","Sim","Não","0.70","6-<7","5-<6","Prefeitura Municipal de Pedra Preta","Prefeitura Municipal de Pedra Preta","17-04-38"
"204","pedrapreta","Câmara Municipal","https://pedrapreta.mt.leg.br/","https://pedrapreta.mt.leg.br/","URL exata","Concluída","7.3","Sim","Não","Avaliado","6.8","Sim","Não","0.50","7-<8","6-<7","Início - Câmara Municipal de Pedra Preta - MT","Início - Câmara Municipal de Pedra Preta - MT","17-04-38"
"205","","Outro/Consórcio","https://www.cisvaledopeixoto.com.br/","https://www.cisvaledopeixoto.com.br/","URL exata","Concluída","6.5","Sim","Não","Avaliado","5.6","Sim","Não","0.90","6-<7","5-<6","Consórcio Intermunicipal de Saúde da Região do Vale do Peixoto","Consórcio Intermunicipal de Saúde da Região do Vale do Peixoto","17-04-38"
"206","peixotodeazevedo","Prefeitura/Órgão Municipal","https://www.peixotodeazevedo.mt.gov.br/","https://www.peixotodeazevedo.mt.gov.br/","URL exata","Concluída","8.3","Sim","Não","Avaliado","7.6","Sim","Não","0.70","8-<9","7-<8","Página Inicial - Prefeitura de Peixoto de Azevedo - MT","Página Inicial - Prefeitura de Peixoto de Azevedo - MT","17-04-38"
"207","camarapeixotodeazevedo","Prefeitura/Órgão Municipal","https://www.camarapeixotodeazevedo.mt.gov.br/","https://www.camarapeixotodeazevedo.mt.gov.br/","URL exata","Concluída","8.1","Sim","Não","Avaliado","7.8","Sim","Não","0.30","8-<9","7-<8","Página Inicial - Câmara Municipal de Peixoto de Azevedo - MT","Página Inicial - Câmara Municipal de Peixoto de Azevedo - MT","17-04-38"
"208","planaltodaserra","Prefeitura/Órgão Municipal","https://www.planaltodaserra.mt.gov.br","https://www.planaltodaserra.mt.gov.br","URL exata","Sem resultado AMAWeb","","Não","Não","Avaliado","","Não","Não","","<5","<5","","","17-04-38"
"209","camaraplanaltodaserra","Prefeitura/Órgão Municipal","https://camaraplanaltodaserra.mt.gov.br/","https://camaraplanaltodaserra.mt.gov.br/","URL exata","Sem resultado AMAWeb","","Não","Não","Avaliado","","Não","Não","","<5","<5","","","17-04-38"
"210","pocone","Prefeitura/Órgão Municipal","https://www.pocone.mt.gov.br/","https://www.pocone.mt.gov.br/","URL exata","Concluída","","Não","Sim","Avaliado","","Não","Sim","","9-10","8-<9","Access denied | www.pocone.mt.gov.br used Cloudflare to restrict access | www.pocone.mt.gov.br | Cloudflare","Access denied | www.pocone.mt.gov.br used Cloudflare to restrict access | www.pocone.mt.gov.br | Cloudflare","17-04-38"
"211","pocone","Câmara Municipal","https://www.pocone.mt.leg.br/","https://www.pocone.mt.leg.br/","URL exata","Concluída","7.9","Sim","Não","Avaliado","7.2","Sim","Não","0.70","7-<8","7-<8","Página Inicial — Câmara Municipal de Poconé","Página Inicial — Câmara Municipal de Poconé","17-04-38"
"212","pontaldoaraguaia","Prefeitura/Órgão Municipal","https://www.pontaldoaraguaia.mt.gov.br/","https://www.pontaldoaraguaia.mt.gov.br/","URL exata","Concluída","8.9","Sim","Não","Avaliado","7.7","Sim","Não","1.20","8-<9","7-<8","Prefeitura Municipal de Pontal Do Araguaia - MT","Prefeitura Municipal de Pontal Do Araguaia - MT","17-04-38"
"213","pontaldoaraguaia","Câmara Municipal","https://www.pontaldoaraguaia.mt.leg.br/","https://www.pontaldoaraguaia.mt.leg.br/","URL exata","Concluída","8","Sim","Não","Avaliado","7.4","Sim","Não","0.60","8-<9","7-<8","Página Inicial — Câmara de Pontal do Araguaia-MT","Página Inicial — Câmara de Pontal do Araguaia-MT","17-04-38"
"214","","Outro/Consórcio","https://www.prefeituradepontebranca-mt.com.br/","https://www.prefeituradepontebranca-mt.com.br/","URL exata","Sem resultado AMAWeb","","Não","Não","Avaliado","","Não","Não","","<5","<5","","","17-04-38"
"215","","Outro/Consórcio","https://www.camarapontebranca.com.br/","https://www.camarapontebranca.com.br/","URL exata","Sem resultado AMAWeb","","Não","Não","Avaliado","","Não","Não","","<5","<5","","","17-04-38"
"216","","Outro/Consórcio","https://www.cisvag.com.br/","https://www.cisvag.com.br/","URL exata","Concluída","7.3","Sim","Não","Avaliado","6.4","Sim","Não","0.90","7-<8","6-<7","CISVAG","CISVAG","17-04-38"
"217","ponteselacerda","Prefeitura/Órgão Municipal","https://www.ponteselacerda.mt.gov.br/","https://www.ponteselacerda.mt.gov.br/","URL exata","Concluída","6.8","Sim","Não","Avaliado","5.9","Sim","Não","0.90","6-<7","5-<6","Prefeitura de Pontes e Lacerda","Prefeitura de Pontes e Lacerda","17-04-38"
"218","ponteselacerda","Câmara Municipal","https://www.ponteselacerda.mt.leg.br/","https://www.ponteselacerda.mt.leg.br/","URL exata","Concluída","6.2","Sim","Não","Avaliado","5.7","Sim","Não","0.50","6-<7","5-<6","Câmara Municipal de Pontes e Lacerda","Câmara Municipal de Pontes e Lacerda","17-04-38"
"219","","Outro/Consórcio","https://cidesana.com.br/#/home","https://cidesana.com.br/#/home","URL exata","Concluída","7.3","Sim","Não","Avaliado","6.4","Sim","Não","0.90","7-<8","6-<7","Cidesa Norte Araguaia","Cidesa Norte Araguaia","17-04-38"
"220","portoalegredonorte","Prefeitura/Órgão Municipal","https://www.portoalegredonorte.mt.gov.br/home","https://www.portoalegredonorte.mt.gov.br/home","URL exata","Concluída","7.6","Sim","Não","Avaliado","7.5","Sim","Não","0.10","7-<8","7-<8","Página Inicial - Prefeitura de Porto Alegre do Norte - MT","Página Inicial - Prefeitura de Porto Alegre do Norte - MT","17-04-38"
"221","portoalegredonorte","Câmara Municipal","https://www.portoalegredonorte.mt.leg.br/","https://www.portoalegredonorte.mt.leg.br/","URL exata","Sem resultado AMAWeb","","Não","Não","Avaliado","","Não","Não","","<5","<5","","","17-04-38"
"222","portodosgauchos","Prefeitura/Órgão Municipal","https://www.portodosgauchos.mt.gov.br/","https://www.portodosgauchos.mt.gov.br/","URL exata","Concluída","7.4","Sim","Não","Avaliado","7.2","Sim","Não","0.20","7-<8","7-<8","Página Inicial - Prefeitura de Porto Dos Gaúchos - MT","Página Inicial - Prefeitura de Porto Dos Gaúchos - MT","17-04-38"
"223","portodosgauchos","Câmara Municipal","https://portodosgauchos.mt.leg.br/#/home","https://portodosgauchos.mt.leg.br/#/home","URL exata","Concluída","","Não","Sim","Avaliado","","Não","Sim","","9-10","8-<9","Access denied | portodosgauchos.mt.leg.br used Cloudflare to restrict access | portodosgauchos.mt.leg.br | Cloudflare","Access denied | portodosgauchos.mt.leg.br used Cloudflare to restrict access | portodosgauchos.mt.leg.br | Cloudflare","17-04-38"
"224","portoesperidiao","Prefeitura/Órgão Municipal","https://www.portoesperidiao.mt.gov.br/","https://www.portoesperidiao.mt.gov.br/","URL exata","Concluída","9.2","Sim","Não","Avaliado","8.3","Sim","Não","0.90","9-10","8-<9","Página Inicial - Prefeitura Municipal de Porto Esperidião","Página Inicial - Prefeitura Municipal de Porto Esperidião","19-17-54"
"225","camaraportoesperidiao","Prefeitura/Órgão Municipal","https://www.camaraportoesperidiao.mt.gov.br/","https://www.camaraportoesperidiao.mt.gov.br/","URL exata","Concluída","8.7","Sim","Não","Avaliado","8.5","Sim","Não","0.20","8-<9","8-<9","Página Inicial - Câmara Municipal de Porto Esperidião - MT","Página Inicial - Câmara Municipal de Porto Esperidião - MT","19-17-54"
"226","portoestrela","Prefeitura/Órgão Municipal","https://www.portoestrela.mt.gov.br/","https://www.portoestrela.mt.gov.br/","URL exata","Concluída","7.8","Sim","Não","Avaliado","","Não","Não","","7-<8","<5","Prefeitura Municipal de Porto Estrela | Gestão 2025-2028","","19-17-54"
"227","","Outro/Consórcio","https://camaraportoestrela.com.br/","https://camaraportoestrela.com.br/","URL exata","Sem resultado AMAWeb","","Não","Não","Avaliado","","Não","Não","","<5","<5","","","19-17-54"
"228","poxoreu","Prefeitura/Órgão Municipal","https://www.poxoreu.mt.gov.br/","https://www.poxoreu.mt.gov.br/","URL exata","Concluída","7.5","Sim","Não","Avaliado","7.4","Sim","Não","0.10","7-<8","7-<8","Página Inicial - Prefeitura Municipal de Poxoréu - MT","Página Inicial - Prefeitura Municipal de Poxoréu - MT","19-17-54"
"229","poxoreu","Câmara Municipal","https://poxoreu.mt.leg.br/","https://poxoreu.mt.leg.br/","URL exata","Concluída","7.8","Sim","Não","Avaliado","6.9","Sim","Não","0.90","7-<8","6-<7","Câmara Municipal de Poxoréu – A Casa do Povo Poxorense","Câmara Municipal de Poxoréu – A Casa do Povo Poxorense","19-17-54"
"230","primaveradoleste","Prefeitura/Órgão Municipal","https://primaveradoleste.mt.gov.br/","https://primaveradoleste.mt.gov.br/","URL exata","Concluída","","Não","Sim","Avaliado","","Não","Sim","","9-10","8-<9","Access denied | www.primaveradoleste.mt.gov.br used Cloudflare to restrict access | www.primaveradoleste.mt.gov.br | Cloudflare","Access denied | www.primaveradoleste.mt.gov.br used Cloudflare to restrict access | www.primaveradoleste.mt.gov.br | Cloudflare","19-17-54"
"231","primaveradoleste","Câmara Municipal","https://www.primaveradoleste.mt.leg.br/","https://www.primaveradoleste.mt.leg.br/","URL exata","Concluída","8","Sim","Não","Avaliado","7.9","Sim","Não","0.10","8-<9","7-<8","Página Inicial - Câmara Municipal de Primavera do Leste - MT","Página Inicial - Câmara Municipal de Primavera do Leste - MT","19-17-54"
"232","querencia","Prefeitura/Órgão Municipal","https://www.querencia.mt.gov.br/","https://www.querencia.mt.gov.br/","URL exata","Concluída","5.9","Sim","Não","Avaliado","5.7","Sim","Não","0.20","5-<6","5-<6","Página Inicial Prefeitura Municipal de Querência","Página Inicial Prefeitura Municipal de Querência","19-17-54"
"233","querencia","Câmara Municipal","https://www.querencia.mt.leg.br/","https://www.querencia.mt.leg.br/","URL exata","Concluída","7.6","Sim","Não","Avaliado","","Não","Não","","7-<8","<5","Página Inicial — Câmara Municipal de Querência - MT","","19-17-54"
"234","reservadocabacal","Prefeitura/Órgão Municipal","https://www.reservadocabacal.mt.gov.br/","https://www.reservadocabacal.mt.gov.br/","URL exata","Concluída","","Não","Sim","Avaliado","","Não","Sim","","9-10","8-<9","Access denied | www.reservadocabacal.mt.gov.br used Cloudflare to restrict access | www.reservadocabacal.mt.gov.br | Cloudflare","Access denied | www.reservadocabacal.mt.gov.br used Cloudflare to restrict access | www.reservadocabacal.mt.gov.br | Cloudflare","19-17-54"
"235","reservadocabacal","Câmara Municipal","https://reservadocabacal.mt.leg.br/","https://reservadocabacal.mt.leg.br/","URL exata","Concluída","","Não","Sim","Avaliado","","Não","Sim","","9-10","8-<9","Access denied | reservadocabacal.mt.leg.br used Cloudflare to restrict access | reservadocabacal.mt.leg.br | Cloudflare","Access denied | reservadocabacal.mt.leg.br used Cloudflare to restrict access | reservadocabacal.mt.leg.br | Cloudflare","19-17-54"
"236","ribeiraocascalheira","Prefeitura/Órgão Municipal","https://www.ribeiraocascalheira.mt.gov.br/","https://www.ribeiraocascalheira.mt.gov.br/","URL exata","Sem resultado AMAWeb","","Não","Não","Avaliado","","Não","Não","","<5","<5","","","19-17-54"
"237","","Outro/Consórcio","https://camararibeiraocascalheira.com.br/","https://camararibeiraocascalheira.com.br/","URL exata","Sem resultado AMAWeb","","Não","Não","Avaliado","","Não","Não","","<5","<5","","","19-17-54"
"238","ribeiraozinho","Prefeitura/Órgão Municipal","https://www.ribeiraozinho.mt.gov.br","https://www.ribeiraozinho.mt.gov.br","URL exata","Concluída","","Não","Sim","Avaliado","","Não","Sim","","9-10","8-<9","Access denied | www.ribeiraozinho.mt.gov.br used Cloudflare to restrict access | www.ribeiraozinho.mt.gov.br | Cloudflare","Access denied | www.ribeiraozinho.mt.gov.br used Cloudflare to restrict access | www.ribeiraozinho.mt.gov.br | Cloudflare","19-17-54"
"239","ribeiraozinho","Câmara Municipal","https://www.ribeiraozinho.mt.leg.br/","https://www.ribeiraozinho.mt.leg.br/","URL exata","Concluída","7.6","Sim","Não","Avaliado","6.9","Sim","Não","0.70","7-<8","6-<7","Página Inicial — Câmara Municipal de Ribeirãozinho","Página Inicial — Câmara Municipal de Ribeirãozinho","19-17-54"
"240","riobranco","Prefeitura/Órgão Municipal","https://riobranco.mt.gov.br/","https://riobranco.mt.gov.br/","URL exata","Concluída","","Não","Sim","Avaliado","","Não","Sim","","9-10","8-<9","Access denied | riobranco.mt.gov.br used Cloudflare to restrict access | riobranco.mt.gov.br | Cloudflare","Access denied | riobranco.mt.gov.br used Cloudflare to restrict access | riobranco.mt.gov.br | Cloudflare","19-17-54"
"241","riobranco","Câmara Municipal","https://riobranco.mt.leg.br/","https://riobranco.mt.leg.br/","URL exata","Concluída","","Não","Sim","Avaliado","","Não","Sim","","9-10","8-<9","Access denied | riobranco.mt.leg.br used Cloudflare to restrict access | riobranco.mt.leg.br | Cloudflare","Access denied | riobranco.mt.leg.br used Cloudflare to restrict access | riobranco.mt.leg.br | Cloudflare","19-17-54"
"242","rondolandia","Prefeitura/Órgão Municipal","https://rondolandia.mt.gov.br","https://rondolandia.mt.gov.br","URL exata","Concluída","8.3","Sim","Não","Avaliado","","Não","Não","","8-<9","<5","Prefeitura Municipal de Rondolândia","","19-17-54"
"243","rondolandia","Câmara Municipal","https://www.rondolandia.mt.leg.br/","https://www.rondolandia.mt.leg.br/","URL exata","Concluída","8.1","Sim","Não","Avaliado","7.4","Sim","Não","0.70","8-<9","7-<8","Câmara Municipal de Rondolândia","Câmara Municipal de Rondolândia","19-17-54"
"244","","Outro/Consórcio","https://www.coressmt.com.br/#/home","https://www.coressmt.com.br/#/home","URL exata","Concluída","4","Sim","Não","Avaliado","3.8","Sim","Não","0.20","<5","<5","CORESS-MT | Consórcio Regional de Saúde Sul de MT","CORESS-MT | Consórcio Regional de Saúde Sul de MT","19-17-54"
"245","rondonopolis","Prefeitura/Órgão Municipal","https://www.rondonopolis.mt.gov.br/","https://www.rondonopolis.mt.gov.br/","URL exata","Concluída","7.6","Sim","Não","Avaliado","","Não","Não","","7-<8","<5","Início | Prefeitura de Rondonópolis","","19-17-54"
"246","rondonopolis","Câmara Municipal","https://www.rondonopolis.mt.leg.br/principal","https://www.rondonopolis.mt.leg.br/principal","URL exata","Concluída","6.4","Sim","Não","Avaliado","","Não","Não","","6-<7","<5","Câmara Municipal de Rondonópolis - Poder Legislativo","","19-17-54"
"247","rosariooeste","Prefeitura/Órgão Municipal","https://www.rosariooeste.mt.gov.br/","https://www.rosariooeste.mt.gov.br/","URL exata","Sem resultado AMAWeb","","Não","Não","Avaliado","","Não","Não","","<5","<5","","","19-17-54"
"248","saltodoceu","Prefeitura/Órgão Municipal","https://saltodoceu.mt.gov.br/","https://saltodoceu.mt.gov.br/","URL exata","Concluída","","Não","Sim","Avaliado","","Não","Sim","","9-10","8-<9","Access denied | saltodoceu.mt.gov.br used Cloudflare to restrict access | saltodoceu.mt.gov.br | Cloudflare","Access denied | saltodoceu.mt.gov.br used Cloudflare to restrict access | saltodoceu.mt.gov.br | Cloudflare","19-17-54"
"249","saltodoceu","Câmara Municipal","https://saltodoceu.mt.leg.br/","https://saltodoceu.mt.leg.br/","URL exata","Concluída","","Não","Sim","Avaliado","","Não","Sim","","9-10","8-<9","Access denied | saltodoceu.mt.leg.br used Cloudflare to restrict access | saltodoceu.mt.leg.br | Cloudflare","Access denied | saltodoceu.mt.leg.br used Cloudflare to restrict access | saltodoceu.mt.leg.br | Cloudflare","19-17-54"
"250","santacarmem","Prefeitura/Órgão Municipal","https://www.santacarmem.mt.gov.br/","https://www.santacarmem.mt.gov.br/","URL exata","Concluída","7.9","Sim","Não","Avaliado","8","Sim","Não","-0.10","7-<8","8-<9","Página Inicial - Prefeitura de Santa Carmem - MT","Página Inicial - Prefeitura de Santa Carmem - MT","19-17-54"
"251","camarasantacarmem","Prefeitura/Órgão Municipal","https://www.camarasantacarmem.mt.gov.br/","https://www.camarasantacarmem.mt.gov.br/","URL exata","Concluída","7.4","Sim","Não","Avaliado","6.6","Sim","Não","0.80","7-<8","6-<7","Página Inicial - Câmara Municipal de Santa Carmem - MT","Página Inicial - Câmara Municipal de Santa Carmem - MT","19-17-54"
"252","santacruzdoxingu","Prefeitura/Órgão Municipal","https://www.santacruzdoxingu.mt.gov.br/","https://www.santacruzdoxingu.mt.gov.br/","URL exata","Concluída","8.1","Sim","Não","Avaliado","7.1","Sim","Não","1.00","8-<9","7-<8","Página Inicial - Prefeitura de Santa Cruz do Xingu - MT","Página Inicial - Prefeitura de Santa Cruz do Xingu - MT","19-17-54"
"253","santacruzdoxingu","Câmara Municipal","https://santacruzdoxingu.mt.leg.br/","https://santacruzdoxingu.mt.leg.br/","URL exata","Concluída","8.4","Sim","Não","Avaliado","","Não","Não","","8-<9","<5","Câmara Legislativa – PODER LEGISLATIVO DE SANTA CRUZ DO XINGU","","19-29-03"
"254","santaritadotrivelato","Prefeitura/Órgão Municipal","https://www.santaritadotrivelato.mt.gov.br/home","https://www.santaritadotrivelato.mt.gov.br/home","URL exata","Concluída","6.5","Sim","Não","Avaliado","","Não","Não","","6-<7","<5","Prefeitura de Santa Rita do Trivelato","","19-29-03"
"255","santaritadotrivelato","Câmara Municipal","https://santaritadotrivelato.mt.leg.br/home","https://santaritadotrivelato.mt.leg.br/home","URL exata","Concluída","8.5","Sim","Não","Avaliado","","Não","Não","","8-<9","<5","Câmara de Santa Rita do Trivelato","","19-29-03"
"256","santaterezinha","Prefeitura/Órgão Municipal","https://santaterezinha.mt.gov.br/","https://santaterezinha.mt.gov.br/","URL exata","Concluída","","Não","Sim","Avaliado","","Não","Sim","","9-10","8-<9","Access denied | santaterezinha.mt.gov.br used Cloudflare to restrict access | santaterezinha.mt.gov.br | Cloudflare","Access denied | santaterezinha.mt.gov.br used Cloudflare to restrict access | santaterezinha.mt.gov.br | Cloudflare","19-29-03"
"257","santaterezinha","Câmara Municipal","https://www.santaterezinha.mt.leg.br/","https://www.santaterezinha.mt.leg.br/","URL exata","Concluída","","Não","Sim","Avaliado","","Não","Sim","","9-10","8-<9","Access denied | www.santaterezinha.mt.leg.br used Cloudflare to restrict access | www.santaterezinha.mt.leg.br | Cloudflare","Access denied | www.santaterezinha.mt.leg.br used Cloudflare to restrict access | www.santaterezinha.mt.leg.br | Cloudflare","19-29-03"
