ordem,url,titulo,nota,status,tentativas,json,pdf,url_chave,host_chave,nota_num,avaliacao_utilizavel,tem_cloudflare,faixa_nota,tipo_entidade,municipio_chave
"205","https://www.cisvaledopeixoto.com.br/","Consórcio Intermunicipal de Saúde da Região do Vale do Peixoto","6.5","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.cisvaledopeixoto.com.br_205.json","saida_mt/2026-09-20/02-41-56/amaweb_www.cisvaledopeixoto.com.br_205.pdf","cisvaledopeixoto.com.br","cisvaledopeixoto.com.br","6.5","Sim","Não","6-<7","Outro/Consórcio",""
"206","https://www.peixotodeazevedo.mt.gov.br/","Página Inicial - Prefeitura de Peixoto de Azevedo - MT","8.3","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.peixotodeazevedo.mt.gov.br_206.json","saida_mt/2026-09-20/02-41-56/amaweb_www.peixotodeazevedo.mt.gov.br_206.pdf","peixotodeazevedo.mt.gov.br","peixotodeazevedo.mt.gov.br","8.3","Sim","Não","8-<9","Prefeitura/Órgão Municipal","peixotodeazevedo"
"207","https://www.camarapeixotodeazevedo.mt.gov.br/","Página Inicial - Câmara Municipal de Peixoto de Azevedo - MT","8.1","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.camarapeixotodeazevedo.mt.gov.br_207.json","saida_mt/2026-09-20/02-41-56/amaweb_www.camarapeixotodeazevedo.mt.gov.br_207.pdf","camarapeixotodeazevedo.mt.gov.br","camarapeixotodeazevedo.mt.gov.br","8.1","Sim","Não","8-<9","Prefeitura/Órgão Municipal","camarapeixotodeazevedo"
"208","https://www.planaltodaserra.mt.gov.br","","","Sem resultado AMAWeb","5","","","planaltodaserra.mt.gov.br","planaltodaserra.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","planaltodaserra"
"209","https://camaraplanaltodaserra.mt.gov.br/","","","Sem resultado AMAWeb","5","","","camaraplanaltodaserra.mt.gov.br","camaraplanaltodaserra.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","camaraplanaltodaserra"
"210","https://www.pocone.mt.gov.br/","Access denied | www.pocone.mt.gov.br used Cloudflare to restrict access | www.pocone.mt.gov.br | Cloudflare","9.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.pocone.mt.gov.br_210.json","saida_mt/2026-09-20/02-41-56/amaweb_www.pocone.mt.gov.br_210.pdf","pocone.mt.gov.br","pocone.mt.gov.br","9.6","Não","Sim","9-10","Prefeitura/Órgão Municipal","pocone"
"211","https://www.pocone.mt.leg.br/","Página Inicial — Câmara Municipal de Poconé","7.9","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.pocone.mt.leg.br_211.json","saida_mt/2026-09-20/02-41-56/amaweb_www.pocone.mt.leg.br_211.pdf","pocone.mt.leg.br","pocone.mt.leg.br","7.9","Sim","Não","7-<8","Câmara Municipal","pocone"
"212","https://www.pontaldoaraguaia.mt.gov.br/","Prefeitura Municipal de Pontal Do Araguaia - MT","8.9","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.pontaldoaraguaia.mt.gov.br_212.json","saida_mt/2026-09-20/02-41-56/amaweb_www.pontaldoaraguaia.mt.gov.br_212.pdf","pontaldoaraguaia.mt.gov.br","pontaldoaraguaia.mt.gov.br","8.9","Sim","Não","8-<9","Prefeitura/Órgão Municipal","pontaldoaraguaia"
"213","https://www.pontaldoaraguaia.mt.leg.br/","Página Inicial — Câmara de Pontal do Araguaia-MT","8.0","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.pontaldoaraguaia.mt.leg.br_213.json","saida_mt/2026-09-20/02-41-56/amaweb_www.pontaldoaraguaia.mt.leg.br_213.pdf","pontaldoaraguaia.mt.leg.br","pontaldoaraguaia.mt.leg.br","8","Sim","Não","8-<9","Câmara Municipal","pontaldoaraguaia"
"214","https://www.prefeituradepontebranca-mt.com.br/","","","Sem resultado AMAWeb","5","","","prefeituradepontebranca-mt.com.br","prefeituradepontebranca-mt.com.br","0","Não","Não","<5","Outro/Consórcio",""
"215","https://www.camarapontebranca.com.br/","","","Sem resultado AMAWeb","5","","","camarapontebranca.com.br","camarapontebranca.com.br","0","Não","Não","<5","Outro/Consórcio",""
"216","https://www.cisvag.com.br/","CISVAG","7.3","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.cisvag.com.br_216.json","saida_mt/2026-09-20/02-41-56/amaweb_www.cisvag.com.br_216.pdf","cisvag.com.br","cisvag.com.br","7.3","Sim","Não","7-<8","Outro/Consórcio",""
"217","https://www.ponteselacerda.mt.gov.br/","Prefeitura de Pontes e Lacerda","6.8","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.ponteselacerda.mt.gov.br_217.json","saida_mt/2026-09-20/02-41-56/amaweb_www.ponteselacerda.mt.gov.br_217.pdf","ponteselacerda.mt.gov.br","ponteselacerda.mt.gov.br","6.8","Sim","Não","6-<7","Prefeitura/Órgão Municipal","ponteselacerda"
"218","https://www.ponteselacerda.mt.leg.br/","Câmara Municipal de Pontes e Lacerda","6.2","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.ponteselacerda.mt.leg.br_218.json","saida_mt/2026-09-20/02-41-56/amaweb_www.ponteselacerda.mt.leg.br_218.pdf","ponteselacerda.mt.leg.br","ponteselacerda.mt.leg.br","6.2","Sim","Não","6-<7","Câmara Municipal","ponteselacerda"
"219","https://cidesana.com.br/#/home","Cidesa Norte Araguaia","7.3","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_cidesana.com.br_219.json","saida_mt/2026-09-20/02-41-56/amaweb_cidesana.com.br_219.pdf","cidesana.com.br/#/home","cidesana.com.br","7.3","Sim","Não","7-<8","Outro/Consórcio",""
"220","https://www.portoalegredonorte.mt.gov.br/home","Página Inicial - Prefeitura de Porto Alegre do Norte - MT","7.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.portoalegredonorte.mt.gov.br_220.json","saida_mt/2026-09-20/02-41-56/amaweb_www.portoalegredonorte.mt.gov.br_220.pdf","portoalegredonorte.mt.gov.br/home","portoalegredonorte.mt.gov.br","7.6","Sim","Não","7-<8","Prefeitura/Órgão Municipal","portoalegredonorte"
"221","https://www.portoalegredonorte.mt.leg.br/","","","Sem resultado AMAWeb","5","","","portoalegredonorte.mt.leg.br","portoalegredonorte.mt.leg.br","0","Não","Não","<5","Câmara Municipal","portoalegredonorte"
"222","https://www.portodosgauchos.mt.gov.br/","Página Inicial - Prefeitura de Porto Dos Gaúchos - MT","7.4","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.portodosgauchos.mt.gov.br_222.json","saida_mt/2026-09-20/02-41-56/amaweb_www.portodosgauchos.mt.gov.br_222.pdf","portodosgauchos.mt.gov.br","portodosgauchos.mt.gov.br","7.4","Sim","Não","7-<8","Prefeitura/Órgão Municipal","portodosgauchos"
"223","https://portodosgauchos.mt.leg.br/#/home","Access denied | portodosgauchos.mt.leg.br used Cloudflare to restrict access | portodosgauchos.mt.leg.br | Cloudflare","9.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_portodosgauchos.mt.leg.br_223.json","saida_mt/2026-09-20/02-41-56/amaweb_portodosgauchos.mt.leg.br_223.pdf","portodosgauchos.mt.leg.br/#/home","portodosgauchos.mt.leg.br","9.6","Não","Sim","9-10","Câmara Municipal","portodosgauchos"
"224","https://www.portoesperidiao.mt.gov.br/","Página Inicial - Prefeitura Municipal de Porto Esperidião","9.2","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.portoesperidiao.mt.gov.br_224.json","saida_mt/2026-09-20/02-41-56/amaweb_www.portoesperidiao.mt.gov.br_224.pdf","portoesperidiao.mt.gov.br","portoesperidiao.mt.gov.br","9.2","Sim","Não","9-10","Prefeitura/Órgão Municipal","portoesperidiao"
"225","https://www.camaraportoesperidiao.mt.gov.br/","Página Inicial - Câmara Municipal de Porto Esperidião - MT","8.7","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.camaraportoesperidiao.mt.gov.br_225.json","saida_mt/2026-09-20/02-41-56/amaweb_www.camaraportoesperidiao.mt.gov.br_225.pdf","camaraportoesperidiao.mt.gov.br","camaraportoesperidiao.mt.gov.br","8.7","Sim","Não","8-<9","Prefeitura/Órgão Municipal","camaraportoesperidiao"
"226","https://www.portoestrela.mt.gov.br/","Prefeitura Municipal de Porto Estrela | Gestão 2025-2028","7.8","Concluída","2","saida_mt/2026-09-20/04-02-24/amaweb_www.portoestrela.mt.gov.br_052.json","saida_mt/2026-09-20/04-02-24/amaweb_www.portoestrela.mt.gov.br_052.pdf","portoestrela.mt.gov.br","portoestrela.mt.gov.br","7.8","Sim","Não","7-<8","Prefeitura/Órgão Municipal","portoestrela"
"227","https://camaraportoestrela.com.br/","","","Sem resultado AMAWeb","5","","","camaraportoestrela.com.br","camaraportoestrela.com.br","0","Não","Não","<5","Outro/Consórcio",""
"228","https://www.poxoreu.mt.gov.br/","Página Inicial - Prefeitura Municipal de Poxoréu - MT","7.5","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.poxoreu.mt.gov.br_228.json","saida_mt/2026-09-20/02-41-56/amaweb_www.poxoreu.mt.gov.br_228.pdf","poxoreu.mt.gov.br","poxoreu.mt.gov.br","7.5","Sim","Não","7-<8","Prefeitura/Órgão Municipal","poxoreu"
"229","https://poxoreu.mt.leg.br/","Câmara Municipal de Poxoréu – A Casa do Povo Poxorense","7.8","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_poxoreu.mt.leg.br_229.json","saida_mt/2026-09-20/02-41-56/amaweb_poxoreu.mt.leg.br_229.pdf","poxoreu.mt.leg.br","poxoreu.mt.leg.br","7.8","Sim","Não","7-<8","Câmara Municipal","poxoreu"
"230","https://primaveradoleste.mt.gov.br/","Access denied | www.primaveradoleste.mt.gov.br used Cloudflare to restrict access | www.primaveradoleste.mt.gov.br | Cloudflare","9.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_primaveradoleste.mt.gov.br_230.json","saida_mt/2026-09-20/02-41-56/amaweb_primaveradoleste.mt.gov.br_230.pdf","primaveradoleste.mt.gov.br","primaveradoleste.mt.gov.br","9.6","Não","Sim","9-10","Prefeitura/Órgão Municipal","primaveradoleste"
"231","https://www.primaveradoleste.mt.leg.br/","Página Inicial - Câmara Municipal de Primavera do Leste - MT","8.0","Concluída","2","saida_mt/2026-09-20/04-02-24/amaweb_www.primaveradoleste.mt.leg.br_054.json","saida_mt/2026-09-20/04-02-24/amaweb_www.primaveradoleste.mt.leg.br_054.pdf","primaveradoleste.mt.leg.br","primaveradoleste.mt.leg.br","8","Sim","Não","8-<9","Câmara Municipal","primaveradoleste"
"232","https://www.querencia.mt.gov.br/","Página Inicial Prefeitura Municipal de Querência","5.9","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.querencia.mt.gov.br_232.json","saida_mt/2026-09-20/02-41-56/amaweb_www.querencia.mt.gov.br_232.pdf","querencia.mt.gov.br","querencia.mt.gov.br","5.9","Sim","Não","5-<6","Prefeitura/Órgão Municipal","querencia"
"233","https://www.querencia.mt.leg.br/","Página Inicial — Câmara Municipal de Querência - MT","7.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.querencia.mt.leg.br_233.json","saida_mt/2026-09-20/02-41-56/amaweb_www.querencia.mt.leg.br_233.pdf","querencia.mt.leg.br","querencia.mt.leg.br","7.6","Sim","Não","7-<8","Câmara Municipal","querencia"
"234","https://www.reservadocabacal.mt.gov.br/","Access denied | www.reservadocabacal.mt.gov.br used Cloudflare to restrict access | www.reservadocabacal.mt.gov.br | Cloudflare","9.6","Concluída","3","saida_mt/2026-09-20/04-27-25/amaweb_www.reservadocabacal.mt.gov.br_040.json","saida_mt/2026-09-20/04-27-25/amaweb_www.reservadocabacal.mt.gov.br_040.pdf","reservadocabacal.mt.gov.br","reservadocabacal.mt.gov.br","9.6","Não","Sim","9-10","Prefeitura/Órgão Municipal","reservadocabacal"
"235","https://reservadocabacal.mt.leg.br/","Access denied | reservadocabacal.mt.leg.br used Cloudflare to restrict access | reservadocabacal.mt.leg.br | Cloudflare","9.6","Concluída","3","saida_mt/2026-09-20/04-27-25/amaweb_reservadocabacal.mt.leg.br_041.json","saida_mt/2026-09-20/04-27-25/amaweb_reservadocabacal.mt.leg.br_041.pdf","reservadocabacal.mt.leg.br","reservadocabacal.mt.leg.br","9.6","Não","Sim","9-10","Câmara Municipal","reservadocabacal"
"236","https://www.ribeiraocascalheira.mt.gov.br/","","","Sem resultado AMAWeb","5","","","ribeiraocascalheira.mt.gov.br","ribeiraocascalheira.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","ribeiraocascalheira"
"237","https://camararibeiraocascalheira.com.br/","","","Sem resultado AMAWeb","5","","","camararibeiraocascalheira.com.br","camararibeiraocascalheira.com.br","0","Não","Não","<5","Outro/Consórcio",""
"238","https://www.ribeiraozinho.mt.gov.br","Access denied | www.ribeiraozinho.mt.gov.br used Cloudflare to restrict access | www.ribeiraozinho.mt.gov.br | Cloudflare","9.6","Concluída","4","saida_mt/2026-09-20/04-42-35/amaweb_www.ribeiraozinho.mt.gov.br_042.json","saida_mt/2026-09-20/04-42-35/amaweb_www.ribeiraozinho.mt.gov.br_042.pdf","ribeiraozinho.mt.gov.br","ribeiraozinho.mt.gov.br","9.6","Não","Sim","9-10","Prefeitura/Órgão Municipal","ribeiraozinho"
"239","https://www.ribeiraozinho.mt.leg.br/","Página Inicial — Câmara Municipal de Ribeirãozinho","7.6","Concluída","2","saida_mt/2026-09-20/04-02-24/amaweb_www.ribeiraozinho.mt.leg.br_060.json","saida_mt/2026-09-20/04-02-24/amaweb_www.ribeiraozinho.mt.leg.br_060.pdf","ribeiraozinho.mt.leg.br","ribeiraozinho.mt.leg.br","7.6","Sim","Não","7-<8","Câmara Municipal","ribeiraozinho"
"240","https://riobranco.mt.gov.br/","Access denied | riobranco.mt.gov.br used Cloudflare to restrict access | riobranco.mt.gov.br | Cloudflare","9.6","Concluída","2","saida_mt/2026-09-20/04-02-24/amaweb_riobranco.mt.gov.br_061.json","saida_mt/2026-09-20/04-02-24/amaweb_riobranco.mt.gov.br_061.pdf","riobranco.mt.gov.br","riobranco.mt.gov.br","9.6","Não","Sim","9-10","Prefeitura/Órgão Municipal","riobranco"
"241","https://riobranco.mt.leg.br/","Access denied | riobranco.mt.leg.br used Cloudflare to restrict access | riobranco.mt.leg.br | Cloudflare","9.6","Concluída","2","saida_mt/2026-09-20/04-02-24/amaweb_riobranco.mt.leg.br_062.json","saida_mt/2026-09-20/04-02-24/amaweb_riobranco.mt.leg.br_062.pdf","riobranco.mt.leg.br","riobranco.mt.leg.br","9.6","Não","Sim","9-10","Câmara Municipal","riobranco"
"242","https://rondolandia.mt.gov.br","Prefeitura Municipal de Rondolândia","8.3","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_rondolandia.mt.gov.br_242.json","saida_mt/2026-09-20/02-41-56/amaweb_rondolandia.mt.gov.br_242.pdf","rondolandia.mt.gov.br","rondolandia.mt.gov.br","8.3","Sim","Não","8-<9","Prefeitura/Órgão Municipal","rondolandia"
"243","https://www.rondolandia.mt.leg.br/","Câmara Municipal de Rondolândia","8.1","Concluída","3","saida_mt/2026-09-20/04-27-25/amaweb_www.rondolandia.mt.leg.br_045.json","saida_mt/2026-09-20/04-27-25/amaweb_www.rondolandia.mt.leg.br_045.pdf","rondolandia.mt.leg.br","rondolandia.mt.leg.br","8.1","Sim","Não","8-<9","Câmara Municipal","rondolandia"
"244","https://www.coressmt.com.br/#/home","CORESS-MT | Consórcio Regional de Saúde Sul de MT","4.0","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.coressmt.com.br_244.json","saida_mt/2026-09-20/02-41-56/amaweb_www.coressmt.com.br_244.pdf","coressmt.com.br/#/home","coressmt.com.br","4","Sim","Não","<5","Outro/Consórcio",""
"245","https://www.rondonopolis.mt.gov.br/","Início | Prefeitura de Rondonópolis","7.6","Concluída","3","saida_mt/2026-09-20/04-27-25/amaweb_www.rondonopolis.mt.gov.br_046.json","saida_mt/2026-09-20/04-27-25/amaweb_www.rondonopolis.mt.gov.br_046.pdf","rondonopolis.mt.gov.br","rondonopolis.mt.gov.br","7.6","Sim","Não","7-<8","Prefeitura/Órgão Municipal","rondonopolis"
"246","https://www.rondonopolis.mt.leg.br/principal","Câmara Municipal de Rondonópolis - Poder Legislativo","6.4","Concluída","2","saida_mt/2026-09-20/04-02-24/amaweb_www.rondonopolis.mt.leg.br_065.json","saida_mt/2026-09-20/04-02-24/amaweb_www.rondonopolis.mt.leg.br_065.pdf","rondonopolis.mt.leg.br/principal","rondonopolis.mt.leg.br","6.4","Sim","Não","6-<7","Câmara Municipal","rondonopolis"
"247","https://www.rosariooeste.mt.gov.br/","","","Sem resultado AMAWeb","5","","","rosariooeste.mt.gov.br","rosariooeste.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","rosariooeste"
"248","https://saltodoceu.mt.gov.br/","Access denied | saltodoceu.mt.gov.br used Cloudflare to restrict access | saltodoceu.mt.gov.br | Cloudflare","9.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_saltodoceu.mt.gov.br_248.json","saida_mt/2026-09-20/02-41-56/amaweb_saltodoceu.mt.gov.br_248.pdf","saltodoceu.mt.gov.br","saltodoceu.mt.gov.br","9.6","Não","Sim","9-10","Prefeitura/Órgão Municipal","saltodoceu"
"249","https://saltodoceu.mt.leg.br/","Access denied | saltodoceu.mt.leg.br used Cloudflare to restrict access | saltodoceu.mt.leg.br | Cloudflare","9.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_saltodoceu.mt.leg.br_249.json","saida_mt/2026-09-20/02-41-56/amaweb_saltodoceu.mt.leg.br_249.pdf","saltodoceu.mt.leg.br","saltodoceu.mt.leg.br","9.6","Não","Sim","9-10","Câmara Municipal","saltodoceu"
"250","https://www.santacarmem.mt.gov.br/","Página Inicial - Prefeitura de Santa Carmem - MT","7.9","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.santacarmem.mt.gov.br_250.json","saida_mt/2026-09-20/02-41-56/amaweb_www.santacarmem.mt.gov.br_250.pdf","santacarmem.mt.gov.br","santacarmem.mt.gov.br","7.9","Sim","Não","7-<8","Prefeitura/Órgão Municipal","santacarmem"
"251","https://www.camarasantacarmem.mt.gov.br/","Página Inicial - Câmara Municipal de Santa Carmem - MT","7.4","Concluída","2","saida_mt/2026-09-20/04-02-24/amaweb_www.camarasantacarmem.mt.gov.br_067.json","saida_mt/2026-09-20/04-02-24/amaweb_www.camarasantacarmem.mt.gov.br_067.pdf","camarasantacarmem.mt.gov.br","camarasantacarmem.mt.gov.br","7.4","Sim","Não","7-<8","Prefeitura/Órgão Municipal","camarasantacarmem"
"252","https://www.santacruzdoxingu.mt.gov.br/","Página Inicial - Prefeitura de Santa Cruz do Xingu - MT","8.1","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.santacruzdoxingu.mt.gov.br_252.json","saida_mt/2026-09-20/02-41-56/amaweb_www.santacruzdoxingu.mt.gov.br_252.pdf","santacruzdoxingu.mt.gov.br","santacruzdoxingu.mt.gov.br","8.1","Sim","Não","8-<9","Prefeitura/Órgão Municipal","santacruzdoxingu"
"253","https://santacruzdoxingu.mt.leg.br/","Câmara Legislativa – PODER LEGISLATIVO DE SANTA CRUZ DO XINGU","8.4","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_santacruzdoxingu.mt.leg.br_253.json","saida_mt/2026-09-20/02-41-56/amaweb_santacruzdoxingu.mt.leg.br_253.pdf","santacruzdoxingu.mt.leg.br","santacruzdoxingu.mt.leg.br","8.4","Sim","Não","8-<9","Câmara Municipal","santacruzdoxingu"
"254","https://www.santaritadotrivelato.mt.gov.br/home","Prefeitura de Santa Rita do Trivelato","6.5","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.santaritadotrivelato.mt.gov.br_254.json","saida_mt/2026-09-20/02-41-56/amaweb_www.santaritadotrivelato.mt.gov.br_254.pdf","santaritadotrivelato.mt.gov.br/home","santaritadotrivelato.mt.gov.br","6.5","Sim","Não","6-<7","Prefeitura/Órgão Municipal","santaritadotrivelato"
"255","https://santaritadotrivelato.mt.leg.br/home","Câmara de Santa Rita do Trivelato","8.5","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_santaritadotrivelato.mt.leg.br_255.json","saida_mt/2026-09-20/02-41-56/amaweb_santaritadotrivelato.mt.leg.br_255.pdf","santaritadotrivelato.mt.leg.br/home","santaritadotrivelato.mt.leg.br","8.5","Sim","Não","8-<9","Câmara Municipal","santaritadotrivelato"
"256","https://santaterezinha.mt.gov.br/","Access denied | santaterezinha.mt.gov.br used Cloudflare to restrict access | santaterezinha.mt.gov.br | Cloudflare","9.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_santaterezinha.mt.gov.br_256.json","saida_mt/2026-09-20/02-41-56/amaweb_santaterezinha.mt.gov.br_256.pdf","santaterezinha.mt.gov.br","santaterezinha.mt.gov.br","9.6","Não","Sim","9-10","Prefeitura/Órgão Municipal","santaterezinha"
"257","https://www.santaterezinha.mt.leg.br/","Access denied | www.santaterezinha.mt.leg.br used Cloudflare to restrict access | www.santaterezinha.mt.leg.br | Cloudflare","9.6","Concluída","3","saida_mt/2026-09-20/04-27-25/amaweb_www.santaterezinha.mt.leg.br_048.json","saida_mt/2026-09-20/04-27-25/amaweb_www.santaterezinha.mt.leg.br_048.pdf","santaterezinha.mt.leg.br","santaterezinha.mt.leg.br","9.6","Não","Sim","9-10","Câmara Municipal","santaterezinha"
"258","https://www.santoafonso.mt.gov.br/","Prefeitura Municipal de Santo Afonso","6.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.santoafonso.mt.gov.br_258.json","saida_mt/2026-09-20/02-41-56/amaweb_www.santoafonso.mt.gov.br_258.pdf","santoafonso.mt.gov.br","santoafonso.mt.gov.br","6.6","Sim","Não","6-<7","Prefeitura/Órgão Municipal","santoafonso"
"259","https://santoafonso.mt.leg.br/index.php","","","Sem resultado AMAWeb","5","","","santoafonso.mt.leg.br/index.php","santoafonso.mt.leg.br","0","Não","Não","<5","Câmara Municipal","santoafonso"
"260","https://www.santoantoniodoleste.mt.gov.br/","Página Inicial - Prefeitura de Santo Antônio do Leste - MT","8.0","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.santoantoniodoleste.mt.gov.br_260.json","saida_mt/2026-09-20/02-41-56/amaweb_www.santoantoniodoleste.mt.gov.br_260.pdf","santoantoniodoleste.mt.gov.br","santoantoniodoleste.mt.gov.br","8","Sim","Não","8-<9","Prefeitura/Órgão Municipal","santoantoniodoleste"
"261","https://www.santoantoniodoleste.mt.leg.br/","Página Inicial - Câmara Municipal de Santo Antônio do Leste - MT","8.3","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.santoantoniodoleste.mt.leg.br_261.json","saida_mt/2026-09-20/02-41-56/amaweb_www.santoantoniodoleste.mt.leg.br_261.pdf","santoantoniodoleste.mt.leg.br","santoantoniodoleste.mt.leg.br","8.3","Sim","Não","8-<9","Câmara Municipal","santoantoniodoleste"
"262","https://www.leverger.mt.gov.br/","Página Inicial - Prefeitura de Santo Antônio de Leverger - MT","8.7","Concluída","2","saida_mt/2026-09-20/04-02-24/amaweb_www.leverger.mt.gov.br_070.json","saida_mt/2026-09-20/04-02-24/amaweb_www.leverger.mt.gov.br_070.pdf","leverger.mt.gov.br","leverger.mt.gov.br","8.7","Sim","Não","8-<9","Prefeitura/Órgão Municipal","leverger"
"263","https://www.camaraleverger.mt.gov.br/","","","Sem resultado AMAWeb","5","","","camaraleverger.mt.gov.br","camaraleverger.mt.gov.br","0","Não","Não","<5","Prefeitura/Órgão Municipal","camaraleverger"
"264","https://www.sapezal.mt.gov.br/","PREFEITURA DE SAPEZAL / MT","8.4","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.sapezal.mt.gov.br_264.json","saida_mt/2026-09-20/02-41-56/amaweb_www.sapezal.mt.gov.br_264.pdf","sapezal.mt.gov.br","sapezal.mt.gov.br","8.4","Sim","Não","8-<9","Prefeitura/Órgão Municipal","sapezal"
"265","https://www.sapezal.mt.leg.br","Página Inicial — Câmara Municipal de Sapezal","7.8","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.sapezal.mt.leg.br_265.json","saida_mt/2026-09-20/02-41-56/amaweb_www.sapezal.mt.leg.br_265.pdf","sapezal.mt.leg.br","sapezal.mt.leg.br","7.8","Sim","Não","7-<8","Câmara Municipal","sapezal"
"266","https://serranovadourada.mt.gov.br/","Página Inicial - Prefeitura de Serra Nova Dourada - MT","7.9","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_serranovadourada.mt.gov.br_266.json","saida_mt/2026-09-20/02-41-56/amaweb_serranovadourada.mt.gov.br_266.pdf","serranovadourada.mt.gov.br","serranovadourada.mt.gov.br","7.9","Sim","Não","7-<8","Prefeitura/Órgão Municipal","serranovadourada"
"267","https://www.serranovadourada.mt.leg.br/","Access denied | www.serranovadourada.mt.leg.br used Cloudflare to restrict access | www.serranovadourada.mt.leg.br | Cloudflare","9.6","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.serranovadourada.mt.leg.br_267.json","saida_mt/2026-09-20/02-41-56/amaweb_www.serranovadourada.mt.leg.br_267.pdf","serranovadourada.mt.leg.br","serranovadourada.mt.leg.br","9.6","Não","Sim","9-10","Câmara Municipal","serranovadourada"
"268","https://www.sinop.mt.gov.br/","Access denied | www.sinop.mt.gov.br used Cloudflare to restrict access | www.sinop.mt.gov.br | Cloudflare","9.6","Concluída","2","saida_mt/2026-09-20/04-02-24/amaweb_www.sinop.mt.gov.br_072.json","saida_mt/2026-09-20/04-02-24/amaweb_www.sinop.mt.gov.br_072.pdf","sinop.mt.gov.br","sinop.mt.gov.br","9.6","Não","Sim","9-10","Prefeitura/Órgão Municipal","sinop"
"269","https://www.sinop.mt.leg.br/","Câmara Municipal de Sinop","8.7","Concluída","3","saida_mt/2026-09-20/04-27-25/amaweb_www.sinop.mt.leg.br_051.json","saida_mt/2026-09-20/04-27-25/amaweb_www.sinop.mt.leg.br_051.pdf","sinop.mt.leg.br","sinop.mt.leg.br","8.7","Sim","Não","8-<9","Câmara Municipal","sinop"
"270","https://www.consorciovaledotelespires.com.br","Consórcio Público de Saúde Vale do Teles Pires","7.5","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_www.consorciovaledotelespires.com.br_270.json","saida_mt/2026-09-20/02-41-56/amaweb_www.consorciovaledotelespires.com.br_270.pdf","consorciovaledotelespires.com.br","consorciovaledotelespires.com.br","7.5","Sim","Não","7-<8","Outro/Consórcio",""
"271","https://site.sorriso.mt.gov.br/","Página inicial","5.9","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_site.sorriso.mt.gov.br_271.json","saida_mt/2026-09-20/02-41-56/amaweb_site.sorriso.mt.gov.br_271.pdf","site.sorriso.mt.gov.br","site.sorriso.mt.gov.br","5.9","Sim","Não","5-<6","Prefeitura/Órgão Municipal",""
"272","https://sorriso.mt.leg.br/","Câmara Municipal de Sorriso - MT","7.5","Concluída","1","saida_mt/2026-09-20/02-41-56/amaweb_sorriso.mt.leg.br_272.json","saida_mt/2026-09-20/02-41-56/amaweb_sorriso.mt.leg.br_272.pdf","sorriso.mt.leg.br","sorriso.mt.leg.br","7.5","Sim","Não","7-<8","Câmara Municipal","sorriso"
